2020-06-08 09:40:37.250 [main] INFO  com.nine.one.yuedu.read.NineOneYueDuApplication - Starting NineOneYueDuApplication on 192.168.0.104 with PID 29606 (/Users/wangyuliang/ideaProjects/91yuedu-read/target/classes started by wangyuliang in /Users/wangyuliang/ideaProjects/91yuedu-read)

2020-06-08 17:05:49.926 [main] INFO  com.nine.one.yuedu.read.utils.HttpClientUtils - 响应参数:null
2020-06-08 17:05:49.926 [main] INFO  com.nine.one.yuedu.read.cp.impl.WPSServiceImpl - null
2020-06-08 17:05:49.926 [main] INFO  com.nine.one.yuedu.read.cp.impl.WPSServiceImpl - 章节的名字:第三十七章束手就擒 
2020-06-08 17:05:50.004 [main] INFO  com.nine.one.yuedu.read.utils.HttpClientUtils - 请求地址:https://minitest.wps.cn/novel_partner/api/v1/partner/push
2020-06-08 17:05:50.005 [main] INFO  com.nine.one.yuedu.read.utils.HttpClientUtils - 请求头信息:{Authorization=59908aaab6557417ded99a36291443d0, Access-Id=AKBOOKZHONGSHI, Content-Type=application/json}
2020-06-08 17:05:50.005 [main] INFO  com.nine.one.yuedu.read.utils.HttpClientUtils - 请求json参数:{books=[{"cover":"http://res.nxstory.com/cover/2020/1/24/7763.jpg","author":"风虎云龙","name":"夜半惊婚：鬼帝好撩人","description":"冯海燕的父母因为车祸身亡，留下了一笔赔偿金和一块残缺玉佩。小婶为了霸占那笔赔偿金，便在她十八岁的时候将其卖给了山村一位老光棍为妻子。新婚夜，老光棍企图侵犯她，然而意想不到的事情发生了……","id":29652,"state":1,"tag":"夜半惊婚：鬼帝好撩人","category":"女生灵异"}], chapters=[{"book_id":29652,"id":11339623,"sort":2965237,"title":"第三十七章束手就擒 \r","content":""}]}
2020-06-08 17:05:50.005 [main] INFO  com.nine.one.yuedu.read.utils.HttpClientUtils - 请求实体数据:POST https://minitest.wps.cn/novel_partner/api/v1/partner/push HTTP/1.1
2020-06-08 17:05:50.094 [main] INFO  com.nine.one.yuedu.read.utils.HttpClientUtils - MobilpriseActivity:{"message":"Syntax error: offset=2, error=invalid character 'b' looking for beginning of object key string"}

2020-06-08 17:05:50.094 [main] INFO  com.nine.one.yuedu.read.utils.HttpClientUtils - 响应参数:null
2020-06-08 17:05:50.094 [main] INFO  com.nine.one.yuedu.read.cp.impl.WPSServiceImpl - null
2020-06-08 17:05:50.094 [main] INFO  com.nine.one.yuedu.read.cp.impl.WPSServiceImpl - 章节的名字:第三十八章烛萤救主 
2020-06-08 17:05:50.171 [main] INFO  com.nine.one.yuedu.read.utils.HttpClientUtils - 请求地址:https://minitest.wps.cn/novel_partner/api/v1/partner/push
2020-06-08 17:05:50.172 [main] INFO  com.nine.one.yuedu.read.utils.HttpClientUtils - 请求头信息:{Authorization=59908aaab6557417ded99a36291443d0, Access-Id=AKBOOKZHONGSHI, Content-Type=application/json}
2020-06-08 17:05:50.172 [main] INFO  com.nine.one.yuedu.read.utils.HttpClientUtils - 请求json参数:{books=[{"cover":"http://res.nxstory.com/cover/2020/1/24/7763.jpg","author":"风虎云龙","name":"夜半惊婚：鬼帝好撩人","description":"冯海燕的父母因为车祸身亡，留下了一笔赔偿金和一块残缺玉佩。小婶为了霸占那笔赔偿金，便在她十八岁的时候将其卖给了山村一位老光棍为妻子。新婚夜，老光棍企图侵犯她，然而意想不到的事情发生了……","id":29652,"state":1,"tag":"夜半惊婚：鬼帝好撩人","category":"女生灵异"}], chapters=[{"book_id":29652,"id":11339624,"sort":2965238,"title":"第三十八章烛萤救主 \r","content":""}]}
2020-06-08 17:05:50.172 [main] INFO  com.nine.one.yuedu.read.utils.HttpClientUtils - 请求实体数据:POST https://minitest.wps.cn/novel_partner/api/v1/partner/push HTTP/1.1
2020-06-08 17:05:50.260 [main] INFO  com.nine.one.yuedu.read.utils.HttpClientUtils - MobilpriseActivity:{"message":"Syntax error: offset=2, error=invalid character 'b' looking for beginning of object key string"}

2020-06-08 17:05:50.260 [main] INFO  com.nine.one.yuedu.read.utils.HttpClientUtils - 响应参数:null
2020-06-08 17:05:50.260 [main] INFO  com.nine.one.yuedu.read.cp.impl.WPSServiceImpl - null
2020-06-08 17:05:50.260 [main] INFO  com.nine.one.yuedu.read.cp.impl.WPSServiceImpl - 章节的名字:第三十九章荆轲刺秦王 
2020-06-08 17:05:50.336 [main] INFO  com.nine.one.yuedu.read.utils.HttpClientUtils - 请求地址:https://minitest.wps.cn/novel_partner/api/v1/partner/push
2020-06-08 17:05:50.337 [main] INFO  com.nine.one.yuedu.read.utils.HttpClientUtils - 请求头信息:{Authorization=59908aaab6557417ded99a36291443d0, Access-Id=AKBOOKZHONGSHI, Content-Type=application/json}
2020-06-08 17:05:50.337 [main] INFO  com.nine.one.yuedu.read.utils.HttpClientUtils - 请求json参数:{books=[{"cover":"http://res.nxstory.com/cover/2020/1/24/7763.jpg","author":"风虎云龙","name":"夜半惊婚：鬼帝好撩人","description":"冯海燕的父母因为车祸身亡，留下了一笔赔偿金和一块残缺玉佩。小婶为了霸占那笔赔偿金，便在她十八岁的时候将其卖给了山村一位老光棍为妻子。新婚夜，老光棍企图侵犯她，然而意想不到的事情发生了……","id":29652,"state":1,"tag":"夜半惊婚：鬼帝好撩人","category":"女生灵异"}], chapters=[{"book_id":29652,"id":11339625,"sort":2965239,"title":"第三十九章荆轲刺秦王 \r","content":""}]}
2020-06-08 17:05:50.337 [main] INFO  com.nine.one.yuedu.read.utils.HttpClientUtils - 请求实体数据:POST https://minitest.wps.cn/novel_partner/api/v1/partner/push HTTP/1.1
2020-06-08 17:05:50.425 [main] INFO  com.nine.one.yuedu.read.utils.HttpClientUtils - MobilpriseActivity:{"message":"Syntax error: offset=2, error=invalid character 'b' looking for beginning of object key string"}

2020-06-08 17:05:50.425 [main] INFO  com.nine.one.yuedu.read.utils.HttpClientUtils - 响应参数:null
2020-06-08 17:05:50.425 [main] INFO  com.nine.one.yuedu.read.cp.impl.WPSServiceImpl - null
2020-06-08 17:05:50.425 [main] INFO  com.nine.one.yuedu.read.cp.impl.WPSServiceImpl - 章节的名字:第四十章功败垂成 
2020-06-08 17:05:50.497 [main] INFO  com.nine.one.yuedu.read.utils.HttpClientUtils - 请求地址:https://minitest.wps.cn/novel_partner/api/v1/partner/push
2020-06-08 17:05:50.497 [main] INFO  com.nine.one.yuedu.read.utils.HttpClientUtils - 请求头信息:{Authorization=59908aaab6557417ded99a36291443d0, Access-Id=AKBOOKZHONGSHI, Content-Type=application/json}
2020-06-08 17:05:50.497 [main] INFO  com.nine.one.yuedu.read.utils.HttpClientUtils - 请求json参数:{books=[{"cover":"http://res.nxstory.com/cover/2020/1/24/7763.jpg","author":"风虎云龙","name":"夜半惊婚：鬼帝好撩人","description":"冯海燕的父母因为车祸身亡，留下了一笔赔偿金和一块残缺玉佩。小婶为了霸占那笔赔偿金，便在她十八岁的时候将其卖给了山村一位老光棍为妻子。新婚夜，老光棍企图侵犯她，然而意想不到的事情发生了……","id":29652,"state":1,"tag":"夜半惊婚：鬼帝好撩人","category":"女生灵异"}], chapters=[{"book_id":29652,"id":11339626,"sort":2965240,"title":"第四十章功败垂成 \r","content":""}]}
2020-06-08 17:05:50.497 [main] INFO  com.nine.one.yuedu.read.utils.HttpClientUtils - 请求实体数据:POST https://minitest.wps.cn/novel_partner/api/v1/partner/push HTTP/1.1
2020-06-08 17:05:50.584 [main] INFO  com.nine.one.yuedu.read.utils.HttpClientUtils - MobilpriseActivity:{"message":"Syntax error: offset=2, error=invalid character 'b' looking for beginning of object key string"}

2020-06-08 17:05:50.584 [main] INFO  com.nine.one.yuedu.read.utils.HttpClientUtils - 响应参数:null
2020-06-08 17:05:50.584 [main] INFO  com.nine.one.yuedu.read.cp.impl.WPSServiceImpl - null
2020-06-08 17:05:50.584 [main] INFO  com.nine.one.yuedu.read.cp.impl.WPSServiceImpl - 章节的名字:第四十一章我就是沫雪 
2020-06-08 17:05:50.656 [main] INFO  com.nine.one.yuedu.read.utils.HttpClientUtils - 请求地址:https://minitest.wps.cn/novel_partner/api/v1/partner/push
2020-06-08 17:05:50.656 [main] INFO  com.nine.one.yuedu.read.utils.HttpClientUtils - 请求头信息:{Authorization=59908aaab6557417ded99a36291443d0, Access-Id=AKBOOKZHONGSHI, Content-Type=application/json}
2020-06-08 17:05:50.657 [main] INFO  com.nine.one.yuedu.read.utils.HttpClientUtils - 请求json参数:{books=[{"cover":"http://res.nxstory.com/cover/2020/1/24/7763.jpg","author":"风虎云龙","name":"夜半惊婚：鬼帝好撩人","description":"冯海燕的父母因为车祸身亡，留下了一笔赔偿金和一块残缺玉佩。小婶为了霸占那笔赔偿金，便在她十八岁的时候将其卖给了山村一位老光棍为妻子。新婚夜，老光棍企图侵犯她，然而意想不到的事情发生了……","id":29652,"state":1,"tag":"夜半惊婚：鬼帝好撩人","category":"女生灵异"}], chapters=[{"book_id":29652,"id":11339627,"sort":2965241,"title":"第四十一章我就是沫雪 \r","content":""}]}
2020-06-08 17:05:50.657 [main] INFO  com.nine.one.yuedu.read.utils.HttpClientUtils - 请求实体数据:POST https://minitest.wps.cn/novel_partner/api/v1/partner/push HTTP/1.1
2020-06-08 17:05:50.748 [main] INFO  com.nine.one.yuedu.read.utils.HttpClientUtils - MobilpriseActivity:{"message":"Syntax error: offset=2, error=invalid character 'b' looking for beginning of object key string"}

2020-06-08 17:05:50.748 [main] INFO  com.nine.one.yuedu.read.utils.HttpClientUtils - 响应参数:null
2020-06-08 17:05:50.748 [main] INFO  com.nine.one.yuedu.read.cp.impl.WPSServiceImpl - null
2020-06-08 17:05:50.748 [main] INFO  com.nine.one.yuedu.read.cp.impl.WPSServiceImpl - 章节的名字:第四十二章冥界之中也有太阳 
2020-06-08 17:05:50.836 [main] INFO  com.nine.one.yuedu.read.utils.HttpClientUtils - 请求地址:https://minitest.wps.cn/novel_partner/api/v1/partner/push
2020-06-08 17:05:50.836 [main] INFO  com.nine.one.yuedu.read.utils.HttpClientUtils - 请求头信息:{Authorization=59908aaab6557417ded99a36291443d0, Access-Id=AKBOOKZHONGSHI, Content-Type=application/json}
2020-06-08 17:05:50.836 [main] INFO  com.nine.one.yuedu.read.utils.HttpClientUtils - 请求json参数:{books=[{"cover":"http://res.nxstory.com/cover/2020/1/24/7763.jpg","author":"风虎云龙","name":"夜半惊婚：鬼帝好撩人","description":"冯海燕的父母因为车祸身亡，留下了一笔赔偿金和一块残缺玉佩。小婶为了霸占那笔赔偿金，便在她十八岁的时候将其卖给了山村一位老光棍为妻子。新婚夜，老光棍企图侵犯她，然而意想不到的事情发生了……","id":29652,"state":1,"tag":"夜半惊婚：鬼帝好撩人","category":"女生灵异"}], chapters=[{"book_id":29652,"id":11339628,"sort":2965242,"title":"第四十二章冥界之中也有太阳 \r","content":""}]}
2020-06-08 17:05:50.836 [main] INFO  com.nine.one.yuedu.read.utils.HttpClientUtils - 请求实体数据:POST https://minitest.wps.cn/novel_partner/api/v1/partner/push HTTP/1.1
2020-06-08 17:05:50.921 [main] INFO  com.nine.one.yuedu.read.utils.HttpClientUtils - MobilpriseActivity:{"message":"Syntax error: offset=2, error=invalid character 'b' looking for beginning of object key string"}

2020-06-08 17:05:50.921 [main] INFO  com.nine.one.yuedu.read.utils.HttpClientUtils - 响应参数:null
2020-06-08 17:05:50.921 [main] INFO  com.nine.one.yuedu.read.cp.impl.WPSServiceImpl - null
2020-06-08 17:05:50.921 [main] INFO  com.nine.one.yuedu.read.cp.impl.WPSServiceImpl - 章节的名字:第四十三章宜将剩勇追穷寇 
2020-06-08 17:05:50.990 [main] INFO  com.nine.one.yuedu.read.utils.HttpClientUtils - 请求地址:https://minitest.wps.cn/novel_partner/api/v1/partner/push
2020-06-08 17:05:50.990 [main] INFO  com.nine.one.yuedu.read.utils.HttpClientUtils - 请求头信息:{Authorization=59908aaab6557417ded99a36291443d0, Access-Id=AKBOOKZHONGSHI, Content-Type=application/json}
2020-06-08 17:05:50.991 [main] INFO  com.nine.one.yuedu.read.utils.HttpClientUtils - 请求json参数:{books=[{"cover":"http://res.nxstory.com/cover/2020/1/24/7763.jpg","author":"风虎云龙","name":"夜半惊婚：鬼帝好撩人","description":"冯海燕的父母因为车祸身亡，留下了一笔赔偿金和一块残缺玉佩。小婶为了霸占那笔赔偿金，便在她十八岁的时候将其卖给了山村一位老光棍为妻子。新婚夜，老光棍企图侵犯她，然而意想不到的事情发生了……","id":29652,"state":1,"tag":"夜半惊婚：鬼帝好撩人","category":"女生灵异"}], chapters=[{"book_id":29652,"id":11339629,"sort":2965243,"title":"第四十三章宜将剩勇追穷寇 \r","content":""}]}
2020-06-08 17:05:50.991 [main] INFO  com.nine.one.yuedu.read.utils.HttpClientUtils - 请求实体数据:POST https://minitest.wps.cn/novel_partner/api/v1/partner/push HTTP/1.1
2020-06-08 17:05:51.082 [main] INFO  com.nine.one.yuedu.read.utils.HttpClientUtils - MobilpriseActivity:{"message":"Syntax error: offset=2, error=invalid character 'b' looking for beginning of object key string"}

2020-06-08 17:05:51.082 [main] INFO  com.nine.one.yuedu.read.utils.HttpClientUtils - 响应参数:null
2020-06-08 17:05:51.082 [main] INFO  com.nine.one.yuedu.read.cp.impl.WPSServiceImpl - null
2020-06-08 17:05:51.082 [main] INFO  com.nine.one.yuedu.read.cp.impl.WPSServiceImpl - 章节的名字:第四十四章负隅顽抗 
2020-06-08 17:05:51.150 [main] INFO  com.nine.one.yuedu.read.utils.HttpClientUtils - 请求地址:https://minitest.wps.cn/novel_partner/api/v1/partner/push
2020-06-08 17:05:51.151 [main] INFO  com.nine.one.yuedu.read.utils.HttpClientUtils - 请求头信息:{Authorization=59908aaab6557417ded99a36291443d0, Access-Id=AKBOOKZHONGSHI, Content-Type=application/json}
2020-06-08 17:05:51.151 [main] INFO  com.nine.one.yuedu.read.utils.HttpClientUtils - 请求json参数:{books=[{"cover":"http://res.nxstory.com/cover/2020/1/24/7763.jpg","author":"风虎云龙","name":"夜半惊婚：鬼帝好撩人","description":"冯海燕的父母因为车祸身亡，留下了一笔赔偿金和一块残缺玉佩。小婶为了霸占那笔赔偿金，便在她十八岁的时候将其卖给了山村一位老光棍为妻子。新婚夜，老光棍企图侵犯她，然而意想不到的事情发生了……","id":29652,"state":1,"tag":"夜半惊婚：鬼帝好撩人","category":"女生灵异"}], chapters=[{"book_id":29652,"id":11339630,"sort":2965244,"title":"第四十四章负隅顽抗 \r","content":""}]}
2020-06-08 17:05:51.151 [main] INFO  com.nine.one.yuedu.read.utils.HttpClientUtils - 请求实体数据:POST https://minitest.wps.cn/novel_partner/api/v1/partner/push HTTP/1.1
2020-06-08 17:05:51.240 [main] INFO  com.nine.one.yuedu.read.utils.HttpClientUtils - MobilpriseActivity:{"message":"Syntax error: offset=2, error=invalid character 'b' looking for beginning of object key string"}

2020-06-08 17:05:51.240 [main] INFO  com.nine.one.yuedu.read.utils.HttpClientUtils - 响应参数:null
2020-06-08 17:05:51.240 [main] INFO  com.nine.one.yuedu.read.cp.impl.WPSServiceImpl - null
2020-06-08 17:05:51.240 [main] INFO  com.nine.one.yuedu.read.cp.impl.WPSServiceImpl - 章节的名字:第四十五章讨债的来了 
2020-06-08 17:05:51.327 [main] INFO  com.nine.one.yuedu.read.utils.HttpClientUtils - 请求地址:https://minitest.wps.cn/novel_partner/api/v1/partner/push
2020-06-08 17:05:51.327 [main] INFO  com.nine.one.yuedu.read.utils.HttpClientUtils - 请求头信息:{Authorization=59908aaab6557417ded99a36291443d0, Access-Id=AKBOOKZHONGSHI, Content-Type=application/json}
2020-06-08 17:05:51.327 [main] INFO  com.nine.one.yuedu.read.utils.HttpClientUtils - 请求json参数:{books=[{"cover":"http://res.nxstory.com/cover/2020/1/24/7763.jpg","author":"风虎云龙","name":"夜半惊婚：鬼帝好撩人","description":"冯海燕的父母因为车祸身亡，留下了一笔赔偿金和一块残缺玉佩。小婶为了霸占那笔赔偿金，便在她十八岁的时候将其卖给了山村一位老光棍为妻子。新婚夜，老光棍企图侵犯她，然而意想不到的事情发生了……","id":29652,"state":1,"tag":"夜半惊婚：鬼帝好撩人","category":"女生灵异"}], chapters=[{"book_id":29652,"id":11339631,"sort":2965245,"title":"第四十五章讨债的来了 \r","content":""}]}
2020-06-08 17:05:51.327 [main] INFO  com.nine.one.yuedu.read.utils.HttpClientUtils - 请求实体数据:POST https://minitest.wps.cn/novel_partner/api/v1/partner/push HTTP/1.1
2020-06-08 17:05:51.420 [main] INFO  com.nine.one.yuedu.read.utils.HttpClientUtils - MobilpriseActivity:{"message":"Syntax error: offset=2, error=invalid character 'b' looking for beginning of object key string"}

2020-06-08 17:05:51.420 [main] INFO  com.nine.one.yuedu.read.utils.HttpClientUtils - 响应参数:null
2020-06-08 17:05:51.420 [main] INFO  com.nine.one.yuedu.read.cp.impl.WPSServiceImpl - null
2020-06-08 17:05:51.420 [main] INFO  com.nine.one.yuedu.read.cp.impl.WPSServiceImpl - 章节的名字:第四十六章嬴政生死 
2020-06-08 17:05:51.493 [main] INFO  com.nine.one.yuedu.read.utils.HttpClientUtils - 请求地址:https://minitest.wps.cn/novel_partner/api/v1/partner/push
2020-06-08 17:05:51.493 [main] INFO  com.nine.one.yuedu.read.utils.HttpClientUtils - 请求头信息:{Authorization=59908aaab6557417ded99a36291443d0, Access-Id=AKBOOKZHONGSHI, Content-Type=application/json}
2020-06-08 17:05:51.493 [main] INFO  com.nine.one.yuedu.read.utils.HttpClientUtils - 请求json参数:{books=[{"cover":"http://res.nxstory.com/cover/2020/1/24/7763.jpg","author":"风虎云龙","name":"夜半惊婚：鬼帝好撩人","description":"冯海燕的父母因为车祸身亡，留下了一笔赔偿金和一块残缺玉佩。小婶为了霸占那笔赔偿金，便在她十八岁的时候将其卖给了山村一位老光棍为妻子。新婚夜，老光棍企图侵犯她，然而意想不到的事情发生了……","id":29652,"state":1,"tag":"夜半惊婚：鬼帝好撩人","category":"女生灵异"}], chapters=[{"book_id":29652,"id":11339632,"sort":2965246,"title":"第四十六章嬴政生死 \r","content":""}]}
2020-06-08 17:05:51.493 [main] INFO  com.nine.one.yuedu.read.utils.HttpClientUtils - 请求实体数据:POST https://minitest.wps.cn/novel_partner/api/v1/partner/push HTTP/1.1
2020-06-08 17:05:51.590 [main] INFO  com.nine.one.yuedu.read.utils.HttpClientUtils - MobilpriseActivity:{"message":"Syntax error: offset=2, error=invalid character 'b' looking for beginning of object key string"}

2020-06-08 17:05:51.590 [main] INFO  com.nine.one.yuedu.read.utils.HttpClientUtils - 响应参数:null
2020-06-08 17:05:51.590 [main] INFO  com.nine.one.yuedu.read.cp.impl.WPSServiceImpl - null
2020-06-08 17:05:51.590 [main] INFO  com.nine.one.yuedu.read.cp.impl.WPSServiceImpl - 章节的名字:第四十七章讨价还价 
2020-06-08 17:05:51.674 [main] INFO  com.nine.one.yuedu.read.utils.HttpClientUtils - 请求地址:https://minitest.wps.cn/novel_partner/api/v1/partner/push
2020-06-08 17:05:51.675 [main] INFO  com.nine.one.yuedu.read.utils.HttpClientUtils - 请求头信息:{Authorization=59908aaab6557417ded99a36291443d0, Access-Id=AKBOOKZHONGSHI, Content-Type=application/json}
2020-06-08 17:05:51.675 [main] INFO  com.nine.one.yuedu.read.utils.HttpClientUtils - 请求json参数:{books=[{"cover":"http://res.nxstory.com/cover/2020/1/24/7763.jpg","author":"风虎云龙","name":"夜半惊婚：鬼帝好撩人","description":"冯海燕的父母因为车祸身亡，留下了一笔赔偿金和一块残缺玉佩。小婶为了霸占那笔赔偿金，便在她十八岁的时候将其卖给了山村一位老光棍为妻子。新婚夜，老光棍企图侵犯她，然而意想不到的事情发生了……","id":29652,"state":1,"tag":"夜半惊婚：鬼帝好撩人","category":"女生灵异"}], chapters=[{"book_id":29652,"id":11339633,"sort":2965247,"title":"第四十七章讨价还价 \r","content":""}]}
2020-06-08 17:05:51.675 [main] INFO  com.nine.one.yuedu.read.utils.HttpClientUtils - 请求实体数据:POST https://minitest.wps.cn/novel_partner/api/v1/partner/push HTTP/1.1
2020-06-08 17:05:51.762 [main] INFO  com.nine.one.yuedu.read.utils.HttpClientUtils - MobilpriseActivity:{"message":"Syntax error: offset=2, error=invalid character 'b' looking for beginning of object key string"}

2020-06-08 17:05:51.762 [main] INFO  com.nine.one.yuedu.read.utils.HttpClientUtils - 响应参数:null
2020-06-08 17:05:51.762 [main] INFO  com.nine.one.yuedu.read.cp.impl.WPSServiceImpl - null
2020-06-08 17:05:51.762 [main] INFO  com.nine.one.yuedu.read.cp.impl.WPSServiceImpl - 章节的名字:第四十八章和太子丹的对话 
2020-06-08 17:05:51.834 [main] INFO  com.nine.one.yuedu.read.utils.HttpClientUtils - 请求地址:https://minitest.wps.cn/novel_partner/api/v1/partner/push
2020-06-08 17:05:51.834 [main] INFO  com.nine.one.yuedu.read.utils.HttpClientUtils - 请求头信息:{Authorization=59908aaab6557417ded99a36291443d0, Access-Id=AKBOOKZHONGSHI, Content-Type=application/json}
2020-06-08 17:05:51.834 [main] INFO  com.nine.one.yuedu.read.utils.HttpClientUtils - 请求json参数:{books=[{"cover":"http://res.nxstory.com/cover/2020/1/24/7763.jpg","author":"风虎云龙","name":"夜半惊婚：鬼帝好撩人","description":"冯海燕的父母因为车祸身亡，留下了一笔赔偿金和一块残缺玉佩。小婶为了霸占那笔赔偿金，便在她十八岁的时候将其卖给了山村一位老光棍为妻子。新婚夜，老光棍企图侵犯她，然而意想不到的事情发生了……","id":29652,"state":1,"tag":"夜半惊婚：鬼帝好撩人","category":"女生灵异"}], chapters=[{"book_id":29652,"id":11339634,"sort":2965248,"title":"第四十八章和太子丹的对话 \r","content":""}]}
2020-06-08 17:05:51.834 [main] INFO  com.nine.one.yuedu.read.utils.HttpClientUtils - 请求实体数据:POST https://minitest.wps.cn/novel_partner/api/v1/partner/push HTTP/1.1
2020-06-08 17:05:51.926 [main] INFO  com.nine.one.yuedu.read.utils.HttpClientUtils - MobilpriseActivity:{"message":"Syntax error: offset=2, error=invalid character 'b' looking for beginning of object key string"}

2020-06-08 17:05:51.926 [main] INFO  com.nine.one.yuedu.read.utils.HttpClientUtils - 响应参数:null
2020-06-08 17:05:51.926 [main] INFO  com.nine.one.yuedu.read.cp.impl.WPSServiceImpl - null
2020-06-08 17:05:51.926 [main] INFO  com.nine.one.yuedu.read.cp.impl.WPSServiceImpl - 章节的名字:第四十九章老白 
2020-06-08 17:05:52.016 [main] INFO  com.nine.one.yuedu.read.utils.HttpClientUtils - 请求地址:https://minitest.wps.cn/novel_partner/api/v1/partner/push
2020-06-08 17:05:52.016 [main] INFO  com.nine.one.yuedu.read.utils.HttpClientUtils - 请求头信息:{Authorization=59908aaab6557417ded99a36291443d0, Access-Id=AKBOOKZHONGSHI, Content-Type=application/json}
2020-06-08 17:05:52.016 [main] INFO  com.nine.one.yuedu.read.utils.HttpClientUtils - 请求json参数:{books=[{"cover":"http://res.nxstory.com/cover/2020/1/24/7763.jpg","author":"风虎云龙","name":"夜半惊婚：鬼帝好撩人","description":"冯海燕的父母因为车祸身亡，留下了一笔赔偿金和一块残缺玉佩。小婶为了霸占那笔赔偿金，便在她十八岁的时候将其卖给了山村一位老光棍为妻子。新婚夜，老光棍企图侵犯她，然而意想不到的事情发生了……","id":29652,"state":1,"tag":"夜半惊婚：鬼帝好撩人","category":"女生灵异"}], chapters=[{"book_id":29652,"id":11339635,"sort":2965249,"title":"第四十九章老白 \r","content":""}]}
2020-06-08 17:05:52.016 [main] INFO  com.nine.one.yuedu.read.utils.HttpClientUtils - 请求实体数据:POST https://minitest.wps.cn/novel_partner/api/v1/partner/push HTTP/1.1
2020-06-08 17:05:52.105 [main] INFO  com.nine.one.yuedu.read.utils.HttpClientUtils - MobilpriseActivity:{"message":"Syntax error: offset=2, error=invalid character 'b' looking for beginning of object key string"}

2020-06-08 17:05:52.105 [main] INFO  com.nine.one.yuedu.read.utils.HttpClientUtils - 响应参数:null
2020-06-08 17:05:52.105 [main] INFO  com.nine.one.yuedu.read.cp.impl.WPSServiceImpl - null
2020-06-08 17:05:52.105 [main] INFO  com.nine.one.yuedu.read.cp.impl.WPSServiceImpl - 章节的名字:第五十章治国大计 
2020-06-08 17:05:52.175 [main] INFO  com.nine.one.yuedu.read.utils.HttpClientUtils - 请求地址:https://minitest.wps.cn/novel_partner/api/v1/partner/push
2020-06-08 17:05:52.175 [main] INFO  com.nine.one.yuedu.read.utils.HttpClientUtils - 请求头信息:{Authorization=59908aaab6557417ded99a36291443d0, Access-Id=AKBOOKZHONGSHI, Content-Type=application/json}
2020-06-08 17:05:52.175 [main] INFO  com.nine.one.yuedu.read.utils.HttpClientUtils - 请求json参数:{books=[{"cover":"http://res.nxstory.com/cover/2020/1/24/7763.jpg","author":"风虎云龙","name":"夜半惊婚：鬼帝好撩人","description":"冯海燕的父母因为车祸身亡，留下了一笔赔偿金和一块残缺玉佩。小婶为了霸占那笔赔偿金，便在她十八岁的时候将其卖给了山村一位老光棍为妻子。新婚夜，老光棍企图侵犯她，然而意想不到的事情发生了……","id":29652,"state":1,"tag":"夜半惊婚：鬼帝好撩人","category":"女生灵异"}], chapters=[{"book_id":29652,"id":11339636,"sort":2965250,"title":"第五十章治国大计 \r","content":""}]}
2020-06-08 17:05:52.176 [main] INFO  com.nine.one.yuedu.read.utils.HttpClientUtils - 请求实体数据:POST https://minitest.wps.cn/novel_partner/api/v1/partner/push HTTP/1.1
2020-06-08 17:05:52.263 [main] INFO  com.nine.one.yuedu.read.utils.HttpClientUtils - MobilpriseActivity:{"message":"Syntax error: offset=2, error=invalid character 'b' looking for beginning of object key string"}

2020-06-08 17:05:52.263 [main] INFO  com.nine.one.yuedu.read.utils.HttpClientUtils - 响应参数:null
2020-06-08 17:05:52.263 [main] INFO  com.nine.one.yuedu.read.cp.impl.WPSServiceImpl - null
2020-06-08 17:05:52.263 [main] INFO  com.nine.one.yuedu.read.cp.impl.WPSServiceImpl - 章节的名字:第五十一章不可描述 
2020-06-08 17:05:52.340 [main] INFO  com.nine.one.yuedu.read.utils.HttpClientUtils - 请求地址:https://minitest.wps.cn/novel_partner/api/v1/partner/push
2020-06-08 17:05:52.340 [main] INFO  com.nine.one.yuedu.read.utils.HttpClientUtils - 请求头信息:{Authorization=59908aaab6557417ded99a36291443d0, Access-Id=AKBOOKZHONGSHI, Content-Type=application/json}
2020-06-08 17:05:52.340 [main] INFO  com.nine.one.yuedu.read.utils.HttpClientUtils - 请求json参数:{books=[{"cover":"http://res.nxstory.com/cover/2020/1/24/7763.jpg","author":"风虎云龙","name":"夜半惊婚：鬼帝好撩人","description":"冯海燕的父母因为车祸身亡，留下了一笔赔偿金和一块残缺玉佩。小婶为了霸占那笔赔偿金，便在她十八岁的时候将其卖给了山村一位老光棍为妻子。新婚夜，老光棍企图侵犯她，然而意想不到的事情发生了……","id":29652,"state":1,"tag":"夜半惊婚：鬼帝好撩人","category":"女生灵异"}], chapters=[{"book_id":29652,"id":11339637,"sort":0,"title":"第五十一章不可描述 \r","content":""}]}
2020-06-08 17:05:52.340 [main] INFO  com.nine.one.yuedu.read.utils.HttpClientUtils - 请求实体数据:POST https://minitest.wps.cn/novel_partner/api/v1/partner/push HTTP/1.1
2020-06-08 17:05:52.429 [main] INFO  com.nine.one.yuedu.read.utils.HttpClientUtils - MobilpriseActivity:{"message":"Syntax error: offset=2, error=invalid character 'b' looking for beginning of object key string"}

2020-06-08 17:05:52.429 [main] INFO  com.nine.one.yuedu.read.utils.HttpClientUtils - 响应参数:null
2020-06-08 17:05:52.429 [main] INFO  com.nine.one.yuedu.read.cp.impl.WPSServiceImpl - null
2020-06-08 17:05:52.429 [main] INFO  com.nine.one.yuedu.read.cp.impl.WPSServiceImpl - 章节的名字:第五十二章 盟主 
